Student_id,Assessment 1,Assessment 2,Assessment 3,Assessment 4
0B1C33FD93FE7959EEA44288372F0C1A,100.0,60.0,100.0,92.0
3444FE6C4BA29C298554434A90A8C9AD,40.0,100.0,100.0,92.0
BA22B1CA6FF26E6B3D743B1DB7B6C32D,20.0,20.0,40.0,80.0
3EBF67ADDE79CF7ACDE4F03BD3A86248,100.0,No Assessment,No Assessment,100.0
E2AD51EA4E5512587A64B13D9F51376B,80.0,80.0,80.0,80.0
C478B3032FF5305B64C40BE0778E96E4,60.0,80.0,70.0,100.0
C92CE01C036D1F8AF3348DC2F9369605,100.0,No Assessment,No Assessment,100.0
803707099A3DA01B8A24125F93BA3A4E,100.0,90.0,90.0,96.0
F8E60D5A674E83EA585449AB67C56243,100.0,90.0,100.0,96.0
8DA7B66B8EC3B31882D4EAA527421C69,100.0,90.0,100.0,96.0
6B2D67C05647FCBA7654B94E1144D9C6,80.0,100.0,100.0,100.0
050AFB625D0E643B42D432BB71A23A65,100.0,70.0,80.0,88.0
B82E5EE4CCF4BC4A53947C3F53CCB1B5,40.0,100.0,50.0,92.0
953D408A8C27F38A4B848C1F3CCC90C2,60.0,70.0,60.0,88.0
827573C482F046D8FEE48C6A45EA55CC,20.0,90.0,100.0,92.0
67A00FA84AD9448ACDD444D9D733FCA8,40.0,20.0,10.0,No Assessment
0E9BFECE512383E8A9E42701BA9C29C6,60.0,70.0,No Assessment,96.0
73BC25F7F166881B5ED4776FC6634B27,40.0,80.0,No Assessment,100.0
5B09693742A1611B45E4B1DDE1C0587B,40.0,40.0,70.0,100.0
28B4D40A35A4377ABB24AB9A288A7581,100.0,60.0,60.0,100.0
2082AE1DE878DDA988844ADF8514E9B3,100.0,100.0,60.0,100.0
65E7959396689D1B7564AE6B4A2E5EA5,100.0,100.0,100.0,92.0
D1267DB86E7F5CCAF98426C1B31BF821,100.0,80.0,30.0,96.0
CBB786D04D441188F0E4B89241598971,60.0,70.0,100.0,96.0
8D7E1C9CE557245849B40925FEDBC885,100.0,100.0,80.0,96.0
6D28D024F7E11D484A9423637FE8954E,100.0,90.0,80.0,100.0
79B39E1E283045CBE5348A5F4611F84C,100.0,100.0,90.0,92.0
6BE15E4C04B2B7C94164E3EDCC4EA649,100.0,100.0,100.0,96.0
F71FB2DE1E2EA499FBE4A38E8C285FBB,80.0,100.0,90.0,100.0
E73EDDF057A167EBC5C481AF558FC09D,80.0,80.0,80.0,80.0
82F347EC69E219BA4E5430B2AE0E0966,40.0,80.0,30.0,92.0
D386642331A835EB0FB4BF237483AE62,100.0,100.0,80.0,100.0
28E5B7B3D768D4F953744232A267CD7B,40.0,60.0,70.0,88.0
4FF93ED78CE73A5B54D499A167F7B9CF,80.0,70.0,70.0,100.0
F2F5B64C5E3BE22AC194684E590B2B80,40.0,60.0,60.0,100.0
8CCACD151CCEF32B5924F855ECC02B4A,80.0,90.0,100.0,88.0
1E89C537F5684EEA00B414554612E463,40.0,60.0,90.0,48.0
B855FDD9B5FB8A2A03C4CE651E5A9333,100.0,90.0,50.0,96.0
6D3DD8FE77EA0CD985C42A4ED6CC9D39,100.0,80.0,70.0,96.0
A3E9D9AE32DB1A190854DE359D46131A,100.0,No Assessment,No Assessment,48.0
2D6D718B3BCB660AA4D454BB2A03CB8C,100.0,90.0,100.0,100.0
AF4DDD9709A2C438D454916A00D17E55,100.0,80.0,60.0,100.0
EB2BC1DC891087CAD1A4C2987E5D37B2,No Assessment,No Assessment,No Assessment,96.0
3E35C249D0E3D0D862549FB1F75D17D1,No Assessment,60.0,60.0,No Assessment
1CBAEA8A652B6749FF24B7C411129F91,60.0,100.0,100.0,100.0
9B2852BDCB7B75FA4944771DDAF9B79B,60.0,70.0,100.0,100.0
0EB29ED98CF5E779EB7468F93B4F7F36,100.0,80.0,90.0,96.0
10DD5774D4065B4B8464758E9FD192D0,60.0,90.0,100.0,92.0
5C8EA003F50AD2582EE465516B409119,80.0,60.0,50.0,100.0
D4F3DC36F5B65D1AC8D4676B15385683,40.0,80.0,60.0,100.0
8E13E3E6947A3E5BB2648E0FD2F19FEE,100.0,90.0,100.0,96.0
566B09D7AD1DEA3A6CD4CB4CA4317016,60.0,90.0,80.0,100.0
44825B942D88E0E9CCA42FD5441F31B3,40.0,100.0,100.0,100.0
14776EAA709DC25823C4ECD9B1EA4111,40.0,100.0,90.0,96.0
CF70B9055EE8EF5B9414EE91E83AEAF6,80.0,100.0,100.0,92.0
859541AA7BB2259A8D24347C354F9F7E,100.0,100.0,80.0,96.0
5F62DC7E28CFFF2B1584A4273622508D,100.0,100.0,50.0,100.0
C18114FAE8C8C11B62C4926DEE0E3EBF,80.0,100.0,80.0,100.0
8283906F9AEDF95BF0C45481B23C9A83,40.0,80.0,100.0,100.0
269B538F4686595A5EA4F9B55594A367,20.0,100.0,80.0,88.0
F5AC5F8CF190B289FA14735189CCCD14,80.0,100.0,100.0,100.0
C4F63D225F2EEDC934B44C40A344ACF7,20.0,100.0,100.0,No Assessment
D75776E09BFAAC29EC84C2D8769648D0,60.0,10.0,50.0,92.0
3A8FA4FDBBDBB48AD854AC74AD6A6194,40.0,50.0,20.0,100.0
412DB1A9850FDF5843F421C662E1E35B,60.0,100.0,100.0,92.0
B8C79FC2F821012AA234BC4CDDDB25DD,100.0,90.0,100.0,100.0
73AA404F183250E8D9C411271BECD81B,40.0,90.0,40.0,92.0
B42D725DB21A6A285C74626F6087FDDB,100.0,70.0,100.0,96.0
EC39F65FD965CDD857A4E76CF5C8861D,100.0,80.0,100.0,88.0
0D4C0338EC9737A9EDD4A7AED023E53E,100.0,90.0,100.0,100.0
C16D6E0C5C7F1ED97504E5D530587AB1,100.0,70.0,70.0,96.0
9325F19B684BA69AA454A9B669C973DE,100.0,100.0,100.0,92.0
DB80CEDBA62E2FD9F2B401D6C0D42F74,20.0,100.0,0.0,96.0
49D905084369F79BF35415B23970609C,100.0,80.0,80.0,100.0
TEST_USER_1,No Assessment,No Assessment,No Assessment,No Assessment
F59DB61894AAC03A14B4A11EB0F1599E,100.0,100.0,80.0,100.0
2817C39488985B28585451D5B41540F2,60.0,90.0,70.0,96.0
A6593610644D14EBAC44A276EF93023D,40.0,100.0,100.0,100.0
0F4A7C852F3E39781F1454F374EF1E29,100.0,60.0,90.0,92.0
0B01839B614CAB5812E46F1CE1966839,40.0,50.0,60.0,No Assessment
CBD1B8FAD415D6C9B874A439B2880EC9,100.0,100.0,No Assessment,84.0
FDE45EC74C4C3E0BE984CF91081B183C,100.0,70.0,100.0,92.0
77C147700ABB6779BF746DCC31E7408C,100.0,100.0,100.0,92.0
3EB4D182C8AD656BCDB444932B67BA5D,100.0,90.0,100.0,96.0
07757DBA697E37780DA465DBCB4982A7,40.0,70.0,70.0,100.0
1798C71246FA352870F4A4BE258F257C,60.0,100.0,90.0,88.0
3AB56DD0872AF47B4A74DE161C734207,100.0,100.0,100.0,96.0
7C51F0FE5FC72B2A76F4F1FA82E615FB,100.0,60.0,100.0,100.0
B3F5481E9F29A6296B846E78F08C48CD,20.0,20.0,40.0,88.0
C9D8C1372AFB27893774A9E62E07F72E,100.0,100.0,100.0,92.0
79C57F7C1BEA54298EB46F4686389617,100.0,100.0,10.0,88.0
C2D5F07EB06B45A9DF54A9B2A94AC1B0,100.0,100.0,70.0,92.0
8029084B81FFAF1B8AE486C1D87C867F,0.0,100.0,80.0,96.0
C91063478718A4AA79743743E3E2412C,100.0,100.0,90.0,92.0
88E90E9C69B819C86074D971E779EB2B,100.0,100.0,70.0,88.0
5A682E832D2DC21A58147B4940AFCEE1,60.0,90.0,100.0,96.0
64B4196167D6D5CB21A4FD8D64BFB63F,100.0,100.0,100.0,92.0
69148A3CC0FB380888D495739B01FD68,80.0,30.0,30.0,96.0
027E2E4C94644C798A64B8903B4C3D90,60.0,100.0,70.0,96.0
EA5C4EC2214CDDA91584F6AB93BF4456,100.0,100.0,100.0,96.0
4C3BF52524A033B9FA64FAA391DF2C7F,40.0,80.0,20.0,100.0
439F2197F4DA873885F47567D0936540,100.0,80.0,80.0,100.0
FF7C5BE8AA09D2AAE0B4214BE25FE8C3,80.0,70.0,80.0,96.0
A691F30A714D230962743E1471CB7C25,100.0,100.0,100.0,88.0
C5C318FF4CC34D39A1E495D311F28093,40.0,90.0,90.0,96.0
68FE2ACEBA7440D8BBB412AB1C07F6D9,20.0,70.0,60.0,88.0
417378AEAFF68BDB19648CCF26F2AF0A,100.0,90.0,70.0,96.0
8A1D7E48DC3BDFBABB04EFC4F11834F0,20.0,90.0,90.0,84.0
F1DDEC6071BE6E585ED4EC6E570EC20E,60.0,100.0,50.0,96.0
C27031861127527B9D0491EA75090214,60.0,100.0,70.0,96.0
4DAAA5D3235B72487CC40B4C4E8E1272,20.0,50.0,40.0,100.0
33B19D918DB38CA9F9D437AEECD1FB91,100.0,30.0,No Assessment,92.0
F612A36B012DA86B60948C5B6EB9C204,100.0,90.0,No Assessment,96.0
DC1B42AE677358EA7A540E9C8AAA71DC,80.0,10.0,100.0,100.0
8765F9836F9516485824A7DFE7F5B17C,20.0,50.0,100.0,84.0
907D5315495C829A24740D4230702C6D,100.0,100.0,100.0,92.0
62D62183ED1A5EE965247C52C644417C,20.0,20.0,No Assessment,92.0
AE9F949CA654A57818545EBDFC60643F,100.0,100.0,100.0,96.0
77838997B363C9384084D15CA3B03971,100.0,100.0,80.0,88.0
E577A73FA9E5F779817416131E4956FB,80.0,100.0,100.0,92.0
F36A71F1821AB7983F9436042E8FE776,60.0,90.0,60.0,88.0
5B52DBB9DF5B9CA8032415CD1EEC60F6,40.0,90.0,40.0,44.0
7B648435EE0C221BE084EEE298CF7A81,40.0,No Assessment,No Assessment,No Assessment
662E9A356E6FE14B1804E65D488E0960,60.0,100.0,40.0,44.0
8F68380D17DD87A816E4C1E70A5F36AB,40.0,40.0,100.0,92.0
D6ECCADA40E93BB8A0E4F05B41377BBA,80.0,80.0,100.0,96.0
9E8DA95220FBB4FBBBF41FF4C3259A10,100.0,100.0,60.0,100.0
74A28594643E4ECB1854F42F40C91DF7,80.0,No Assessment,No Assessment,100.0
3137F820AF463F192FD405CDA13F0492,60.0,100.0,100.0,100.0
A96F16CC90A753CB9574CC3BF5228C9D,100.0,60.0,70.0,92.0
A89015330077A45A9804D1EED1ED8BB5,100.0,90.0,90.0,100.0
624A3414D17C2D497D1445FDF0DED3F6,100.0,70.0,80.0,96.0
C3F1AE7C8C3F50DAA914906222B4F1F0,100.0,100.0,90.0,92.0
A4D4C45016871C49C9B4C5F0EDDFC96C,100.0,100.0,100.0,96.0
853D5BF5688888EA94740587504E3DBB,100.0,70.0,20.0,100.0
2FCD7DC6CC69E45A2B64977730C11035,80.0,40.0,30.0,No Assessment
6E5983D6B7B7E0A8D5F48E43F94F07DF,60.0,100.0,80.0,96.0
7492363DA39922BAD374AD24679894FD,20.0,90.0,70.0,96.0
517C1C953CD5674B25B430E84F5C9F39,80.0,80.0,80.0,40.0
3D5CBD66B37D3CCAF7643D7D532CB6C4,100.0,70.0,30.0,100.0
5B7FE5609747CF4B258486F448BE9289,60.0,80.0,50.0,96.0
F5976814D281E358D714B4C9A1A24E0C,100.0,90.0,80.0,92.0
5A6FE148CBABEE5A7B94624A72C6CAEF,100.0,100.0,100.0,92.0
CC5302C6B7F19C7B7CA45EAF39198060,20.0,50.0,40.0,88.0
0843C1316ED90718A6243EA5E63D67AE,100.0,90.0,100.0,96.0
FD50E02D6EDFDAA93F347186F2BE0593,40.0,60.0,50.0,96.0
089266C760AC8B68428415778385A01A,100.0,80.0,50.0,96.0
6476D6D1B7B54828EF24A61C178EB373,40.0,70.0,60.0,100.0
852BA1473FB1AB0A72240F2EC8D85E02,100.0,90.0,70.0,96.0
CD61AC7C88CF0CFA9FF4BA021CF68662,100.0,50.0,50.0,96.0
C2E2646B57B7C288F9D4D3E7A806A8EB,100.0,100.0,90.0,96.0
09586E34F1F0119B0224F70C5F8B832E,100.0,100.0,80.0,96.0
659D13133596515AE79450C580233753,100.0,90.0,60.0,100.0
F042CEEC0E90D329DA9471A013DED7B2,100.0,70.0,50.0,100.0
806E4041AE9696BB2924D0EB053BD56C,80.0,20.0,20.0,92.0
DD6D13B2446B24482294E58774EE908A,80.0,80.0,80.0,100.0
BE5CAA4A82B461FA7394BD9FF89099D2,40.0,60.0,40.0,96.0
C347D2AE06F2745BC3241D02F3ADB77D,100.0,100.0,80.0,92.0
EFA95C4BDB5F891862647169A436E042,100.0,90.0,100.0,92.0
189762A22329E3C9626443355DEC0BFE,100.0,100.0,90.0,92.0
D0BCF5CD5F74605828940582E1A68694,100.0,90.0,100.0,92.0
932725576910BE9B0844272E40E1AFCD,60.0,90.0,100.0,92.0
2251A3B1A1E9A02B5AD41D5EAABA380C,100.0,100.0,90.0,92.0
E14461501FEDABA88D84C4C1A74EBA21,100.0,80.0,100.0,96.0
50C40FF8D65F8E5B14349888AF1A1E95,20.0,90.0,80.0,96.0
7EE1528DFBAB89C821C4105941C73BE3,40.0,100.0,90.0,92.0
7C2B7985124C4A99EBE4126A9351E09B,100.0,100.0,60.0,96.0
2542D45A690980BA74540E939939D894,100.0,100.0,70.0,96.0
34F1562C4286D11A9CE495E30FD87459,100.0,100.0,100.0,92.0
DEF963F7509457BB354433844D410A25,60.0,100.0,100.0,92.0
987BDCFABE885A9BF0C4D7AC237981BB,60.0,10.0,30.0,100.0
EB828BFE0A5B4CCBDE04982C2D17CF90,100.0,60.0,100.0,88.0
8A63D1935E4ED7D9B3048FE2434FFA1D,100.0,100.0,90.0,96.0
DAC763E1AA0638DBAEC47BD096E634DE,100.0,90.0,60.0,92.0
89A6A56A1B795B5B5F64C5101C644178,100.0,100.0,100.0,88.0
E786229E62E3A86BB1E448D9A9DDD955,100.0,100.0,100.0,92.0
3566EFAAD17ACCFA7C045825C37F9466,100.0,100.0,100.0,96.0
BED55A380D2217B89464430D058AB68C,100.0,100.0,80.0,100.0
786689FC5B6F85B8DB04F99E5DBD4933,40.0,50.0,30.0,96.0
B56D4F00D867B2F9CE14DB426557C262,100.0,100.0,90.0,96.0
27125AC23E483819F394181168EAEE2E,80.0,100.0,40.0,96.0
CB8701A9E652388A339437AC8F5AB7E9,40.0,100.0,90.0,92.0
BF0CD5EA1B87413A37B47098BB2AA4FB,100.0,100.0,70.0,92.0
FD1C03FA9074A5EBE664747F19FE60FA,100.0,100.0,100.0,96.0
7DB12F66067D0418D8946EB25008F945,40.0,100.0,60.0,92.0
928CDFEA6AD4322AA78471E2BDC23A5D,100.0,100.0,80.0,100.0
8FDFF79F1319D7C9E144CAE2C2399F1C,100.0,100.0,100.0,100.0
2FA3F2734E8BD8D90A2415643011A90C,100.0,100.0,100.0,96.0
3AF4660D92226699F024CDC7E9588A9B,60.0,80.0,80.0,100.0
EB72DC05BD04B65BCA840C0A278A29B2,80.0,100.0,100.0,92.0
4FAE246BC4DBD2FB88245B16E9F45A23,80.0,80.0,60.0,92.0
10A4A180CCF671F87F5403E282F7D64F,100.0,100.0,100.0,96.0
A25FF1EBC6925B9A94B490D2CF53C2DD,100.0,100.0,70.0,100.0
4B791983516A6B5B60C427976601C078,60.0,100.0,80.0,92.0
156A69198986C9BB8594B7FB6F5E1209,100.0,100.0,100.0,96.0
45CE8E1DC8A19CC9029435FF2A0ABD50,100.0,100.0,100.0,100.0
4F539B52A31C9AA96A24F69D267B6332,100.0,70.0,90.0,100.0
E279129FEC0CC27A58C4AEA4DE7759B8,100.0,30.0,100.0,No Assessment
F7919E84F83808DA44E4105D481E111E,100.0,100.0,80.0,84.0
9CC7F86A3F063A08EA647B83511CADB1,60.0,100.0,90.0,100.0
6180F1AEB24AB7F89984F387809E5B68,100.0,No Assessment,No Assessment,100.0
3BEC4C6292B5F22B60E4D2C3204AF95C,80.0,No Assessment,No Assessment,100.0
ABFEBB05B31BE2EA2FC4B8A57AEE6C76,100.0,70.0,80.0,96.0
FE582D1D3A9645CB2414D56F054B5E10,100.0,100.0,90.0,44.0
037869E0808576BBF384E07888C4FFE5,60.0,80.0,90.0,96.0
B2C0D8119F8BCEE97AE4B6973FD5B4B9,40.0,100.0,40.0,100.0
75E8B88BFD40966B19E4C75C7500319B,20.0,100.0,100.0,92.0
9892036115CC8CD871E4EDC71C8C947B,100.0,No Assessment,No Assessment,92.0
1D9B5575E9E5BE7A4094DFCA8308A591,80.0,60.0,30.0,96.0
6F5E7DED127B836A0D7462CC76E0A83F,100.0,100.0,100.0,100.0
A8D7D8F89332729BFD84D8C741B99F29,No Assessment,No Assessment,No Assessment,No Assessment
9851AC5D1765E07B2A54BC3982063597,100.0,100.0,100.0,No Assessment
CE772B87DC23690A36942C724E1C1F42,60.0,100.0,80.0,96.0
39687F035B7FFB9B1464F87B077ADC13,100.0,70.0,80.0,100.0
944B7CAB3A766DAB9D94BA17D78D0A76,100.0,90.0,100.0,96.0
66C7D8938889902BFC44EC73BF1BBD87,No Assessment,No Assessment,No Assessment,No Assessment
39B895D243EC9938307464478877CB59,40.0,70.0,60.0,100.0
596F914387D1626A70C406153071E732,100.0,90.0,100.0,100.0
E880A4B44D9FF5D855844FA716E3B07B,100.0,80.0,100.0,No Assessment
59C8322F397F63299054D2B5B1B16942,100.0,90.0,100.0,100.0
4E1BD6EE6D0406FA37E4D2B8DCB60506,100.0,80.0,20.0,100.0
FFB1CD4F1126B7AAE92449A7D8EB04D7,100.0,60.0,100.0,88.0
12D56D5ED1F9C8F94BA43374EE749AB4,100.0,90.0,90.0,96.0
94224AA2402E4FFBA04445EB4F01E306,100.0,80.0,30.0,100.0
8540A2687ED6929B5C3423A113CD1D29,40.0,80.0,90.0,96.0
1B1CF8D48A85019B25945D8E365AF478,100.0,90.0,40.0,No Assessment
DF2E38E061E5349B23B4F884732FCC78,80.0,20.0,40.0,92.0
B41E1C1397CF570999A47957F91261F8,40.0,50.0,30.0,No Assessment
066813319A101BFB282465EABE3FCB1A,100.0,100.0,100.0,92.0
BBCEBED54FC781B98AE408D451C3C7CA,No Assessment,No Assessment,No Assessment,No Assessment
4D7FF15EAD551D79E764CC94596EEA56,80.0,100.0,100.0,88.0
EE7C4433323F5909E814D675FD738325,100.0,100.0,50.0,No Assessment
011DAF63052DBE7BE00465FAE0669B75,100.0,100.0,80.0,No Assessment
6C9CD4094180A18ACA04F02A80807A04,100.0,70.0,80.0,92.0
75C962A5A936B2E87614A405B76F8FD6,100.0,100.0,90.0,92.0
EA74E27E25EDD2690C5485E8120D9155,60.0,10.0,No Assessment,No Assessment
B3A7A551DBBF569903848408CBE42B2E,40.0,30.0,No Assessment,96.0
88FF43159E4EE3C8DBA4DE0DE74170BD,100.0,100.0,90.0,100.0
CAF9FA7F9F7908CB9D640A0EDAFAB320,100.0,70.0,60.0,100.0
C772F32B363373A9163458534429E5B5,100.0,100.0,90.0,No Assessment
BE7EFD1670AEC09A2F342DC035E9AF8B,No Assessment,40.0,40.0,96.0
E90242308CF5E6C992948AB7C31B8EF5,40.0,No Assessment,No Assessment,100.0
7EBD7E8DD1E505AA9794F5C13EC91D41,100.0,90.0,90.0,100.0
95BB27ED49F07D18161406B363292773,100.0,100.0,20.0,88.0
A0F0DE5274E63C0B6064EEFB729C6ECF,100.0,100.0,90.0,92.0
B99429D73143CA284FB45C944C6F53B2,No Assessment,No Assessment,40.0,100.0
DDFCA7D206CECE3BAB14E8211852C384,100.0,50.0,90.0,88.0
43785928EA318DF899D4B41F45F011A4,100.0,20.0,80.0,92.0
A6576703AB2D9078F76491B6CEEB5A9C,100.0,90.0,100.0,92.0
223DCF770D1AA3BBD464779B92BB4A4F,No Assessment,No Assessment,No Assessment,No Assessment
5C53D51686B08EFA2B64210B2389765E,100.0,0.0,90.0,92.0
CD4DD83E84D4CF5BF3B4C4CB7A8FEDA6,100.0,90.0,100.0,88.0
BADD690B91265CA9DCB4573963C45863,100.0,100.0,80.0,96.0
698695C700EA5D4A97A4F41C0E8E1329,60.0,90.0,30.0,100.0
C908DD07D36E0C1937C49150A71DE12E,No Assessment,100.0,100.0,100.0
E897CE969A5BB8CA57D40A5844B2C3FC,80.0,90.0,90.0,88.0
7128BD2A8B6149C825549B5F503950DE,60.0,60.0,No Assessment,80.0
98BB6FDB3610E4F8BF241CF5DC5BE9AD,80.0,80.0,80.0,80.0
F2A9BDC7CDE4D4C8E3A414BF07CB7157,80.0,100.0,80.0,100.0
2C1D8A1C5FAD417B33941C3B3AED7A3F,60.0,80.0,60.0,100.0
0C4C39474FCC207A42F45179F86D5607,100.0,100.0,100.0,92.0
05D9ADC8D8F52B39EEB43677D7DF19B9,20.0,50.0,40.0,No Assessment
BFCF6BE629E0834900940FDD90A838C5,60.0,10.0,40.0,No Assessment
B8AC1AACB75225F927C4143BFCDF9F15,100.0,60.0,80.0,No Assessment
7C664C72A47137EA3BD41C2FF32ECD7B,100.0,90.0,100.0,No Assessment
6DB05FE83E4C404B16748AF754645664,No Assessment,No Assessment,No Assessment,88.0
02ED38A09D22524A0204E5EDFE9024AB,0.0,No Assessment,No Assessment,No Assessment
F31965D02874484A70B42F77B46144EC,60.0,20.0,10.0,No Assessment
A8BA455EC6244E493F346AB604D4D6E1,100.0,100.0,100.0,100.0
99ACA1346B48D0D8EAC4C6F090EEEC42,20.0,30.0,40.0,No Assessment
4B611C392C7E15C810A430D5E82C7F24,100.0,100.0,70.0,88.0
09D4EF20729106EBEF3428E22998FE35,60.0,50.0,40.0,88.0
BFFC6EDF243D2338B444831A13860713,40.0,10.0,20.0,No Assessment
26A380F0E08F922895045261B7E6CAE8,20.0,50.0,10.0,No Assessment
77E627B18E613A0906B481CF9D8E4548,40.0,30.0,30.0,No Assessment
DD646A8C4C7EA9C9D4D48D31A9060933,80.0,0.0,40.0,No Assessment
9412F727B1B63D6A6734625361987476,100.0,0.0,40.0,No Assessment
5EB4BE7D9BD4C21A5BB44D6691FEEB63,100.0,100.0,100.0,100.0
67E205F3BA42A76877244B1593F6F244,No Assessment,No Assessment,No Assessment,No Assessment
2E0B252C7DF9DD3BA1E48DA75425FDF5,100.0,80.0,100.0,88.0
07A813BFA454C96A0824F57875DF072F,40.0,100.0,100.0,92.0
4A1F29FA1AA524B9C0E428E4F825CC64,60.0,30.0,30.0,96.0
8BE4A5B230BD68CA88443647A80EA081,100.0,70.0,100.0,88.0
47DB6C2E868AB4BB76A408CCBB5BA27C,40.0,30.0,40.0,92.0
F76816126A89C9EB3D042670E7B1F1AB,No Assessment,No Assessment,No Assessment,100.0
2FE839D8AE05A888AF24EE103EC6CE3C,100.0,90.0,100.0,92.0
4E3DC2F7BF8B80483B34DB6CC4835647,40.0,30.0,90.0,92.0
C0C1289799C94B49B5A412F1D37F1C80,100.0,30.0,20.0,60.0
21089FC42AA1B0EB3A84D37BC2F3FC7A,60.0,100.0,70.0,96.0
90322144B7BB344A2604F3065D2D6303,100.0,70.0,60.0,92.0
D26E2DC62FF81F5ACAC4A6B55FEA6A7A,100.0,80.0,100.0,92.0
FDF86B7AF5BAA9BB86D44B526C0A2D7B,80.0,100.0,100.0,88.0
3E42162BF859B7D9C03409943B9F4F61,100.0,90.0,90.0,88.0
3C5DE802BAB1B72B9F24E4D060F407B0,60.0,90.0,100.0,92.0
13BE452DCDB840C95DD41B3D933AB30E,60.0,100.0,100.0,100.0
6E77AF7D0C75334BF5742A30FEB19D1E,40.0,80.0,100.0,100.0
1DC190936FD99D884994168035C97D52,100.0,80.0,100.0,100.0
10EE5541C8F2E3EBA0645BC777AC9F2A,80.0,70.0,60.0,92.0
57B84FF10A664D2829847F711D46EF7B,100.0,70.0,100.0,96.0
4A21A4EDD30B94CB4394C1E3271F16B2,100.0,100.0,100.0,92.0
3DAB84D35191F389B6A498E33F5B7C78,40.0,100.0,70.0,96.0
B806D045B8F09E183674C110843D4C36,100.0,90.0,70.0,76.0
846ABCA4F00FBE783B34250BCFB11EC8,100.0,100.0,50.0,76.0
27479B8D4D2F80CB9164B30BF2B8AF6E,60.0,100.0,100.0,92.0
C9CB648414B95FFB10D4154708D45CA3,40.0,80.0,50.0,96.0
375203DF4B55B0983C247DB5B2BFB16B,80.0,100.0,100.0,84.0
0032B227DF46B87AFE94AA368AA6BC43,80.0,90.0,90.0,72.0
CD565599366EF1A9EEA4F3B3EDA3FCDC,100.0,100.0,100.0,80.0
6E32649F731F258987146383507601DD,80.0,100.0,100.0,76.0
76AACA47ED38244863F44C4F7AC65BCC,100.0,60.0,70.0,100.0
4ECC01041EA42398A3243DA415D8D080,100.0,90.0,100.0,100.0
A1F7EC9691FFE22954C4979849AFC8DF,60.0,80.0,50.0,96.0
B2DC5301A6A15D88DC849E6CFED7CAFB,100.0,90.0,90.0,88.0
BF254EAFE63AE11B0B34939F93FECAF1,60.0,60.0,100.0,100.0
7C64EF03F59698DB33948547E71D630A,100.0,90.0,100.0,100.0
B6BB0D2CC1EA883AFDC4BD6C0BDCF008,100.0,90.0,100.0,72.0
4961C4098CD9207A9594091ED6593A76,100.0,80.0,100.0,80.0
977E0F744A4B079A83F4BA7831930C85,100.0,80.0,100.0,88.0
582137A48CC5347BA2F4C971A57FECD2,60.0,50.0,60.0,100.0
388373671889248ADB5444329B6BEB46,100.0,100.0,90.0,68.0
2A1B020C421A261AC6E4D725939760F3,100.0,100.0,90.0,76.0
C44AB49DCC5CF2F83C54A81131BBCC30,60.0,80.0,70.0,100.0
40E884DCC966FF499484AC1CBFB0E37B,100.0,90.0,100.0,80.0
7C94EB5B5849662873F4D0E9E1773F84,60.0,100.0,100.0,80.0
81574D5E0DEFA2FAA3E4E152161EA85B,100.0,100.0,100.0,84.0
2FAD18B6D1E78E3BF024C4CB56DEA339,100.0,70.0,90.0,84.0
47A022F8CB432D689014ACEF3350C31C,100.0,90.0,100.0,80.0
1E09BE0596F4DC682DA4D7BA40356A98,100.0,90.0,100.0,96.0
BBFA2596FC38B55902E42645D23F06BF,80.0,100.0,100.0,80.0
02F750F5F96D72F8F3C4B8A20EEA0030,80.0,80.0,100.0,100.0
2BDCD630D2C87FD8E874D23884C89240,40.0,50.0,40.0,96.0
DE4CCA9666C836DBF2148881F5366D4E,100.0,90.0,100.0,96.0
7F310E2FDB1285F869C417EB3A724264,0.0,30.0,10.0,88.0
E7D369C55BCE202AE674248C19CFD776,100.0,100.0,100.0,100.0
7CB752E53AFA92785244FD8622040EE8,100.0,90.0,80.0,84.0
E5FAB048B2A6E9DB30A448A2BB15EECF,100.0,100.0,80.0,76.0
8D92D19825C2156BFF14D1B2F8F2B65E,20.0,100.0,100.0,76.0
3F7EF982296A5F482CE4BA872B926C47,60.0,60.0,100.0,96.0
610FE5F9A68BAFCA447491EFE29968F1,100.0,100.0,100.0,92.0
85B91A1E19EB5C282634020CA69C9091,100.0,10.0,100.0,76.0
FA56773C33CA5359AA2440AEA0C7662B,60.0,100.0,100.0,92.0
24C12B541D46CE38049449236D17F46A,100.0,100.0,100.0,92.0
3EEC3DCF1006E9DBDC2451AF27FE8014,100.0,90.0,90.0,92.0
B98240E3B011735BBF24DDD30D8FD332,100.0,100.0,90.0,92.0
F505BE51DF53650B5BD4093A178B7FE6,80.0,100.0,90.0,72.0
7DFF9B458EB450D99234A3B4208C819F,100.0,100.0,100.0,100.0
E1A4F282EADAF51A88D40EBB44105E68,40.0,100.0,100.0,92.0
DC6C6D556EDC904B9DB4926588282B94,100.0,40.0,80.0,92.0
A9822AC7D81F69186F4469F3AEC42546,100.0,100.0,80.0,92.0
CF84F6626E0B7F38DB34907848AD1780,100.0,100.0,80.0,84.0
882569B7A3F18E6901F4ECF7B73DE333,40.0,100.0,100.0,76.0
F560E90BB698A56895D41A989944324C,100.0,80.0,100.0,96.0
A9F7A5BCB1C7796B03245FB9FCD9B090,60.0,70.0,30.0,88.0
